id,conviction_type,core_referral,exp_release_date,onboard_date,general_risk,violent_risk,sexual_risk,needs_screen,onboard_year,qualifies_need,override,referral_decision,add_referral,start_date,completion_status,end_date
14811,SVA,Kyrios,29/09/2009,15/10/2007,32,22,48,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
14180,LGA,Kyrios,23/10/2016,08/11/2014,32,28,3,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
7005,IPV,Kyrios,04/11/2017,20/11/2014,31,38,9,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
33235,KAB,Kyrios,20/04/2019,05/05/2016,43,33,5,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
4202,LGA,Kyrios,17/12/2015,01/01/2014,41,26,21,0,NA,No,No,NA,NA,NA,NA,NA
8361,IPV,Kyrios,07/12/2007,22/12/2004,21,28,51,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
19524,IGV,Kyrios,05/11/2012,21/11/2009,46,31,15,2,NA,Yes,No,Allocated,Doro V,26/02/2010,Completed,18/11/2010
14310,IGV,Kyrios,31/03/2009,16/04/2007,59,51,12,0,NA,No,No,NA,NA,NA,NA,NA
44268,IGV,Kyrios,30/07/2011,14/08/2009,35,34,7,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
29492,LGA,Kyrios,07/10/2016,23/10/2014,50,40,18,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
39447,IGV,Kyrios,30/04/2019,15/05/2017,21,32,18,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
26950,LGA,Kyrios,04/07/2011,19/07/2009,46,44,25,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
19345,SVA,Kyrios,26/07/2012,11/08/2009,3,8,62,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
43011,SVC,Kyrios,28/02/2012,15/03/2010,18,8,34,1,NA,Yes,No,Allocated,Doro S,13/07/2010,Completed,04/04/2011
9736,IGV,Kyrios,10/05/2013,26/05/2010,49,29,17,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
25998,IPV,Kyrios,06/11/2013,22/11/2010,41,43,45,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
12649,ATH,Kyrios,03/11/2017,19/11/2014,49,48,48,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
33417,ATH,Kyrios,07/12/2019,22/12/2017,6,8,36,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
20642,LGA,Kyrios,15/06/2016,01/07/2013,51,42,25,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
817,SVA,Kyrios,18/09/2018,04/10/2015,15,5,39,0,NA,No,No,NA,NA,NA,NA,NA
38352,IGV,Kyrios,26/01/2020,10/02/2017,64,54,34,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
18925,LGA,Kyrios,18/01/2013,03/02/2010,47,28,1,1,NA,Yes,No,Allocated,NA,28/03/2010,Completed,27/09/2010
41591,IGV,Kyrios,10/02/2019,25/02/2017,50,34,6,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
17334,IGV,Kyrios,10/10/2020,26/10/2017,42,37,13,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
8430,SVA,Kyrios,12/10/2007,27/10/2004,25,18,40,1,NA,Yes,No,Allocated,Doro S,06/08/2005,Did not complete,NA
18167,IGV,Kyrios,07/04/2014,22/04/2012,35,26,8,1,NA,Yes,No,Allocated,Doro V,15/05/2012,Completed,18/02/2013
26772,IGV,Kyrios,02/07/2018,18/07/2015,32,14,2,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
19713,LGA,Kyrios,16/08/2008,01/09/2006,42,40,20,0,NA,No,No,NA,NA,NA,NA,NA
44624,IGV,Kyrios,04/07/2015,19/07/2013,47,50,15,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
578,SVA,Kyrios,01/04/2018,17/04/2015,35,39,29,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
10669,ATH,Kyrios,05/10/2012,21/10/2010,38,40,15,1,NA,Yes,No,Allocated,NA,05/12/2010,Completed,01/06/2011
10322,ATH,Kyrios,05/04/2009,21/04/2007,42,35,20,1,NA,Yes,No,Allocated,NA,03/03/2008,Completed,15/08/2008
5202,ATH,Kyrios,02/09/2007,17/09/2005,2,22,39,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
42589,IGV,Kyrios,08/03/2012,24/03/2009,46,29,28,0,NA,No,No,NA,NA,NA,NA,NA
28221,IGV,Kyrios,11/01/2008,26/01/2006,53,48,23,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
36610,SVC,Kyrios,18/03/2007,02/04/2004,9,14,71,2,NA,Yes,No,Allocated,Doro S,10/09/2005,Completed,22/06/2006
26034,ATH,Kyrios,24/04/2007,09/05/2005,22,33,26,0,NA,No,No,NA,NA,NA,NA,NA
43577,IPV,Kyrios,05/09/2009,21/09/2006,22,30,6,0,NA,No,No,NA,NA,NA,NA,NA
32623,IGV,Kyrios,13/03/2007,28/03/2005,51,29,23,0,NA,No,No,NA,NA,NA,NA,NA
45198,IGV,Kyrios,21/08/2013,06/09/2011,24,33,1,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
32117,LGA,Kyrios,26/03/2010,11/04/2007,9,24,46,2,NA,Yes,No,Allocated,NA,08/05/2008,Completed,09/11/2008
15001,LGA,Kyrios,08/03/2016,24/03/2013,46,44,26,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
46528,LGA,Kyrios,13/06/2013,29/06/2010,35,39,9,0,NA,No,No,NA,NA,NA,NA,NA
31798,ATH,Kyrios,26/11/2018,11/12/2016,50,41,26,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
44718,IGV,Kyrios,11/03/2006,26/03/2004,48,30,16,0,NA,No,No,NA,NA,NA,NA,NA
18229,IPV,Kyrios,21/05/2006,05/06/2004,46,48,3,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
29377,LGA,Kyrios,12/06/2011,27/06/2009,37,48,4,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
27689,LGA,Kyrios,08/02/2019,23/02/2017,33,27,24,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
2767,IGV,Kyrios,04/09/2008,20/09/2005,43,50,12,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
33214,ATH,Kyrios,03/01/2010,19/01/2008,26,41,39,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
38777,ATH,Kyrios,13/03/2014,28/03/2012,19,30,6,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
28579,SVC,Kyrios,29/03/2018,14/04/2015,13,11,48,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
41313,ATH,Kyrios,01/10/2010,17/10/2007,62,52,15,0,NA,No,No,NA,NA,NA,NA,NA
8534,IGV,Kyrios,07/02/2012,22/02/2009,42,48,27,0,NA,No,No,NA,NA,NA,NA,NA
25938,ATH,Kyrios,31/08/2007,15/09/2004,38,40,13,1,NA,Yes,No,Allocated,NA,31/01/2005,Did not complete,NA
30090,SVC,Kyrios,15/03/2018,31/03/2015,29,16,70,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
23777,IGV,Kyrios,11/10/2011,26/10/2008,36,32,28,0,NA,No,No,NA,NA,NA,NA,NA
36329,IGV,Kyrios,16/08/2018,01/09/2015,50,40,24,0,NA,No,No,NA,NA,NA,NA,NA
3391,ATH,Kyrios,15/04/2006,30/04/2004,30,38,10,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
106,LGA,Kyrios,18/09/2009,04/10/2006,66,60,16,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
16463,IGV,Kyrios,08/05/2007,23/05/2005,58,61,14,0,NA,No,No,NA,NA,NA,NA,NA
10914,LGA,Kyrios,10/05/2011,25/05/2008,24,36,10,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
34075,LGA,Kyrios,07/05/2013,23/05/2010,58,51,24,0,NA,No,No,NA,NA,NA,NA,NA
40155,ATH,Kyrios,04/05/2009,20/05/2007,49,52,17,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
15675,SVC,Kyrios,29/06/2012,15/07/2010,8,18,30,0,NA,No,No,NA,NA,NA,NA,NA
2587,LGA,Kyrios,02/12/2019,17/12/2016,50,44,24,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
429,IGV,Kyrios,21/07/2007,05/08/2004,28,43,14,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
45358,LGA,Kyrios,26/06/2011,11/07/2009,38,34,5,1,NA,Yes,No,Allocated,NA,27/03/2010,Completed,24/09/2010
26038,SVC,Kyrios,20/07/2019,04/08/2016,1,15,64,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
39481,LGA,Kyrios,18/08/2017,03/09/2014,63,48,22,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
42959,IGV,Kyrios,28/07/2009,13/08/2007,36,38,24,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
6731,ATH,Kyrios,01/06/2007,16/06/2004,46,40,27,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
10147,SVC,Kyrios,26/02/2008,13/03/2005,8,2,65,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
25284,LGA,Kyrios,28/04/2007,13/05/2005,24,39,14,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
3026,LGA,Kyrios,05/06/2017,21/06/2015,15,18,38,0,NA,No,No,NA,NA,NA,NA,NA
12485,LGA,Kyrios,14/11/2009,30/11/2006,34,46,1,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
6166,ATH,Kyrios,01/12/2014,17/12/2011,34,42,27,0,NA,No,No,NA,NA,NA,NA,NA
43006,LGA,Kyrios,07/10/2016,23/10/2014,45,29,22,3,NA,Yes,No,Allocated,NA,21/11/2015,Completed,06/05/2016
20493,IGV,Kyrios,19/10/2018,04/11/2015,34,20,18,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
40179,LGA,Kyrios,07/01/2018,23/01/2015,22,41,19,0,NA,No,No,NA,NA,NA,NA,NA
26452,LGA,Kyrios,01/04/2008,17/04/2006,19,32,2,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
31559,LGA,Kyrios,08/06/2009,24/06/2007,22,40,58,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
20252,ATH,Kyrios,04/01/2011,19/01/2009,19,33,14,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
5380,LGA,Kyrios,07/12/2006,22/12/2004,25,39,10,2,NA,Yes,No,Allocated,NA,22/12/2004,Did not complete,NA
29854,IGV,Kyrios,24/01/2007,08/02/2005,66,66,35,1,NA,Yes,No,Allocated,Doro V,20/04/2006,Completed,26/12/2006
7878,IPV,Kyrios,22/03/2010,07/04/2007,30,35,26,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
31755,LGA,Kyrios,11/03/2015,26/03/2013,27,35,10,2,NA,Yes,No,Allocated,NA,02/05/2014,Completed,29/10/2014
13906,SVC,Kyrios,24/05/2015,08/06/2012,11,14,54,0,NA,No,No,NA,NA,NA,NA,NA
34112,IGV,Kyrios,27/11/2017,13/12/2014,66,67,20,0,NA,No,No,NA,NA,NA,NA,NA
34237,IGV,Kyrios,27/12/2015,11/01/2014,48,56,24,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
25359,LGA,Kyrios,18/04/2013,04/05/2010,29,32,48,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
585,IGV,Kyrios,10/04/2008,26/04/2006,43,38,7,0,NA,No,No,NA,NA,NA,NA,NA
9983,IGV,Kyrios,14/06/2018,29/06/2016,49,46,29,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
41067,LGA,Kyrios,29/07/2013,14/08/2011,45,40,27,0,NA,No,No,NA,NA,NA,NA,NA
925,LGA,Kyrios,08/04/2007,23/04/2004,51,40,23,2,NA,Yes,No,Allocated,NA,15/06/2005,Completed,25/11/2005
11733,LGA,Kyrios,12/08/2014,28/08/2011,59,62,29,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
42384,IPV,Kyrios,29/05/2016,14/06/2014,33,30,17,1,NA,Yes,No,Allocated,Doro DA,13/04/2015,Completed,20/12/2015
38396,LGA,Kyrios,30/03/2020,15/04/2017,28,42,44,0,NA,No,No,NA,NA,NA,NA,NA
6443,LGA,Kyrios,01/06/2019,16/06/2017,78,80,14,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
10272,LGA,Kyrios,16/06/2013,02/07/2011,57,64,15,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
10742,LGA,Kyrios,18/02/2010,05/03/2008,32,24,26,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
31957,LGA,Kyrios,02/11/2006,17/11/2004,52,44,43,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
28899,LGA,Kyrios,04/06/2015,19/06/2013,45,55,28,1,NA,Yes,No,Allocated,NA,13/12/2013,Completed,31/05/2014
361,LGA,Kyrios,14/05/2020,30/05/2017,38,42,6,0,NA,No,No,NA,NA,NA,NA,NA
40061,SVC,Kyrios,28/02/2017,16/03/2015,17,16,36,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
36307,LGA,Kyrios,05/10/2019,20/10/2016,53,60,13,0,NA,No,No,NA,NA,NA,NA,NA
9196,SVC,Kyrios,18/01/2019,02/02/2017,1,17,54,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
21571,LGA,Kyrios,28/07/2015,12/08/2013,49,46,6,0,NA,No,No,NA,NA,NA,NA,NA
4898,LGA,Kyrios,09/12/2018,25/12/2015,18,22,55,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
12952,IGV,Kyrios,28/04/2020,14/05/2017,24,39,5,0,NA,No,No,NA,NA,NA,NA,NA
29797,IGV,Kyrios,15/04/2012,01/05/2009,39,33,12,1,NA,Yes,No,Allocated,Doro V,15/09/2009,Completed,27/06/2010
29618,IGV,Kyrios,26/10/2018,10/11/2016,39,54,34,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
31666,LGA,Kyrios,17/01/2013,02/02/2011,2,16,48,0,NA,No,No,NA,NA,NA,NA,NA
3384,LGA,Kyrios,14/12/2019,29/12/2016,24,34,22,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
5222,ATH,Kyrios,31/07/2013,16/08/2010,35,27,22,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
10774,LGA,Kyrios,22/08/2008,07/09/2005,40,43,27,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
21681,LGA,Kyrios,18/11/2015,03/12/2012,61,68,29,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
7729,IGV,Kyrios,18/04/2014,04/05/2011,37,44,16,1,NA,Yes,No,Allocated,Doro V,11/06/2013,Completed,03/03/2014
6497,IGV,Kyrios,13/05/2017,29/05/2015,34,36,13,0,NA,No,No,NA,NA,NA,NA,NA
24573,LGA,Kyrios,07/01/2018,23/01/2016,28,37,29,0,NA,No,No,NA,NA,NA,NA,NA
16132,IGV,Kyrios,24/12/2012,09/01/2010,46,39,27,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
3776,LGA,Kyrios,05/10/2017,21/10/2014,83,70,29,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
9197,IPV,Kyrios,18/11/2008,04/12/2005,24,39,14,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
26396,IGV,Kyrios,05/08/2006,20/08/2004,39,27,17,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
25443,LGA,Kyrios,30/11/2015,15/12/2012,51,40,16,1,NA,Yes,No,Allocated,NA,07/09/2013,Completed,06/03/2014
34778,LGA,Kyrios,14/03/2018,29/03/2016,58,55,23,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
7834,LGA,Kyrios,24/10/2017,09/11/2015,13,18,41,2,NA,Yes,No,Allocated,NA,16/09/2016,Did not complete,NA
22943,IGV,Kyrios,16/09/2019,01/10/2017,29,34,1,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
34611,SVC,Kyrios,07/04/2006,22/04/2004,31,16,58,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
39838,SVC,Kyrios,23/03/2011,07/04/2008,43,41,90,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
29161,IGV,Kyrios,29/04/2014,14/05/2012,31,43,34,0,NA,No,No,NA,NA,NA,NA,NA
16549,LGA,Kyrios,28/08/2019,12/09/2017,21,36,37,0,NA,No,No,NA,NA,NA,NA,NA
44188,LGA,Kyrios,10/06/2015,25/06/2012,41,44,18,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
27112,ATH,Kyrios,23/04/2008,09/05/2006,31,30,18,1,NA,Yes,No,Allocated,NA,31/07/2006,Completed,14/01/2007
38281,LGA,Kyrios,18/06/2010,03/07/2008,57,52,49,1,NA,Yes,No,Allocated,NA,19/09/2009,Completed,20/03/2010
3270,LGA,Kyrios,05/05/2013,21/05/2011,49,35,22,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
18100,IGV,Kyrios,22/07/2009,07/08/2006,24,35,26,1,NA,Yes,No,Allocated,Doro V,25/03/2007,Completed,03/01/2008
9791,ATH,Kyrios,15/03/2010,30/03/2008,15,24,32,0,NA,No,No,NA,NA,NA,NA,NA
4324,IPV,Kyrios,14/01/2007,30/01/2004,28,27,40,0,NA,No,No,NA,NA,NA,NA,NA
29155,IGV,Kyrios,30/05/2012,15/06/2010,31,38,2,0,NA,No,No,NA,NA,NA,NA,NA
10154,LGA,Kyrios,27/03/2017,12/04/2014,65,58,23,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
16152,IGV,Kyrios,20/07/2019,04/08/2017,47,48,10,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
45890,IGV,Kyrios,22/11/2017,08/12/2015,56,53,12,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
16434,IGV,Kyrios,27/10/2007,11/11/2004,71,78,27,0,NA,No,No,NA,NA,NA,NA,NA
32831,ATH,Kyrios,06/11/2008,22/11/2006,23,37,61,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
12268,KAB,Kyrios,22/09/2011,07/10/2008,31,24,15,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
1657,LGA,Kyrios,19/03/2020,04/04/2017,58,52,19,2,NA,Yes,No,Allocated,NA,20/12/2018,Completed,07/06/2019
29076,LGA,Kyrios,14/11/2006,29/11/2004,43,30,48,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
40461,IGV,Kyrios,19/11/2017,05/12/2015,36,27,20,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
3778,IGV,Kyrios,30/11/2020,16/12/2017,48,40,5,0,NA,No,No,NA,NA,NA,NA,NA
4262,IGV,Kyrios,18/10/2012,03/11/2009,25,30,9,2,NA,Yes,No,Allocated,Doro V,16/08/2011,Completed,28/05/2012
38665,SVA,Kyrios,30/10/2014,15/11/2011,29,20,38,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
10303,IGV,Kyrios,29/04/2014,14/05/2012,52,44,20,2,NA,Yes,No,Allocated,Doro V,24/07/2012,Completed,10/05/2013
23146,ATH,Kyrios,05/06/2010,20/06/2008,34,33,15,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
32901,SVA,Kyrios,12/06/2012,28/06/2009,35,28,48,3,NA,Yes,No,Allocated,Doro S,30/06/2009,Completed,14/04/2010
10058,IGV,Kyrios,12/12/2012,28/12/2009,35,39,55,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
16215,IGV,Kyrios,29/07/2011,13/08/2008,31,20,27,0,NA,No,No,NA,NA,NA,NA,NA
42639,IGV,Kyrios,12/05/2018,28/05/2015,32,28,16,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
36357,IGV,Kyrios,04/03/2016,20/03/2014,19,30,12,0,NA,No,No,NA,NA,NA,NA,NA
41641,LGA,Kyrios,08/06/2013,24/06/2011,65,44,24,1,NA,Yes,No,Allocated,NA,09/08/2011,Completed,11/02/2012
40700,LGA,Kyrios,18/04/2015,03/05/2013,45,42,16,2,NA,Yes,No,Allocated,NA,13/06/2014,Did not complete,NA
33395,LGA,Kyrios,27/03/2011,11/04/2009,46,48,16,1,NA,Yes,No,Allocated,NA,23/05/2010,Completed,18/11/2010
4714,IPV,Kyrios,12/01/2014,28/01/2012,33,28,50,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
17122,IGV,Kyrios,13/07/2007,28/07/2005,35,28,14,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
15749,IGV,Kyrios,20/05/2009,05/06/2007,38,39,2,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
42855,LGA,Kyrios,24/11/2012,10/12/2009,46,40,15,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
12585,IGV,Kyrios,23/09/2019,08/10/2017,45,26,4,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
39753,LGA,Kyrios,01/12/2013,17/12/2011,19,42,7,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
39403,LGA,Kyrios,16/06/2018,01/07/2016,41,48,15,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
45325,ATH,Kyrios,29/08/2009,14/09/2007,9,26,32,0,NA,No,No,NA,NA,NA,NA,NA
22789,IPV,Kyrios,26/07/2012,11/08/2009,8,12,45,1,NA,Yes,No,Allocated,Doro DA,14/12/2010,Completed,27/09/2011
14164,IGV,Kyrios,08/09/2018,23/09/2016,59,46,14,0,NA,No,No,NA,NA,NA,NA,NA
31380,IGV,Kyrios,19/03/2016,04/04/2014,34,50,17,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
1189,IGV,Kyrios,16/01/2006,01/02/2004,47,34,31,0,NA,No,No,NA,NA,NA,NA,NA
9035,LGA,Kyrios,13/02/2008,28/02/2006,57,55,13,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
3876,LGA,Kyrios,29/11/2010,15/12/2007,32,24,16,0,NA,No,No,NA,NA,NA,NA,NA
14602,LGA,Kyrios,12/08/2008,28/08/2006,32,33,51,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
3591,SVA,Kyrios,22/12/2019,06/01/2018,43,34,31,0,NA,No,No,NA,NA,NA,NA,NA
46509,IGV,Kyrios,31/07/2012,16/08/2010,52,46,18,0,NA,No,No,NA,NA,NA,NA,NA
11255,ATH,Kyrios,14/06/2019,29/06/2017,34,39,16,2,NA,Yes,No,Allocated,NA,24/07/2017,Completed,24/01/2018
28229,LGA,Kyrios,05/09/2014,20/09/2012,39,27,20,1,NA,Yes,No,Allocated,NA,06/01/2013,Completed,04/07/2013
16524,IGV,Kyrios,23/09/2007,08/10/2004,25,39,2,1,NA,Yes,No,Allocated,Doro V,19/05/2006,Completed,24/02/2007
16963,SVC,Kyrios,16/03/2012,01/04/2010,14,8,71,0,NA,No,No,NA,NA,NA,NA,NA
4872,SVA,Kyrios,23/07/2017,08/08/2014,40,42,72,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
12352,EXT,Kyrios,17/06/2013,03/07/2011,45,41,15,2,NA,Yes,No,Allocated,NA,01/05/2012,Completed,15/11/2012
46028,LGA,Kyrios,13/04/2015,28/04/2013,55,42,38,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
9799,LGA,Kyrios,26/07/2018,11/08/2015,39,38,55,1,NA,Yes,No,Allocated,NA,10/10/2015,Completed,25/03/2016
1794,LGA,Kyrios,17/04/2013,03/05/2011,25,43,15,0,NA,No,No,NA,NA,NA,NA,NA
22909,IGV,Kyrios,01/06/2008,17/06/2005,12,12,36,0,NA,No,No,NA,NA,NA,NA,NA
45002,IGV,Kyrios,12/09/2015,27/09/2012,42,40,11,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
43976,LGA,Kyrios,24/01/2013,09/02/2011,21,39,9,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
35304,SVC,Kyrios,18/03/2014,03/04/2011,18,24,37,1,NA,Yes,No,Allocated,Doro S,05/01/2012,Completed,22/09/2012
7466,LGA,Kyrios,27/12/2009,12/01/2007,30,41,12,1,NA,Yes,No,Allocated,NA,10/03/2007,Completed,20/08/2007
26992,LGA,Kyrios,20/06/2009,06/07/2007,32,26,12,0,NA,No,No,NA,NA,NA,NA,NA
13214,LGA,Kyrios,09/09/2012,25/09/2010,81,62,26,0,NA,No,No,NA,NA,NA,NA,NA
37942,LGA,Kyrios,07/08/2007,22/08/2005,51,40,38,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
43132,IGV,Kyrios,21/06/2010,07/07/2007,43,42,19,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
36419,IGV,Kyrios,10/01/2016,25/01/2014,31,14,16,0,NA,No,No,NA,NA,NA,NA,NA
11764,IGV,Kyrios,28/11/2020,14/12/2017,42,44,13,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
45334,SVC,Kyrios,19/11/2015,04/12/2012,51,56,47,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
20789,LGA,Kyrios,02/02/2009,18/02/2007,53,53,6,1,NA,Yes,No,Allocated,NA,19/01/2008,Completed,01/08/2008
12439,IPV,Kyrios,04/05/2011,19/05/2009,44,42,41,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
13175,ATH,Kyrios,12/07/2014,27/07/2012,34,28,21,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
4505,SVC,Kyrios,09/12/2011,24/12/2009,29,18,31,0,NA,No,No,NA,NA,NA,NA,NA
16729,LGA,Kyrios,01/11/2019,16/11/2016,66,40,25,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
11176,IPV,Kyrios,11/10/2014,27/10/2011,26,33,5,0,NA,No,No,NA,NA,NA,NA,NA
3729,ATH,Kyrios,19/07/2016,04/08/2013,20,18,59,2,NA,Yes,No,Allocated,NA,31/10/2014,Completed,16/04/2015
30392,IGV,Kyrios,14/06/2015,29/06/2012,39,48,37,2,NA,Yes,No,Allocated,Doro V,06/11/2013,Completed,18/07/2014
21194,ATH,Kyrios,24/10/2014,09/11/2011,22,39,14,0,NA,No,No,NA,NA,NA,NA,NA
14291,LGA,Kyrios,04/07/2012,20/07/2010,64,50,24,4,NA,Yes,No,Allocated,NA,12/08/2010,Completed,21/02/2011
44822,ATH,Kyrios,12/02/2015,27/02/2013,33,16,22,2,NA,Yes,No,Allocated,NA,12/03/2014,Did not complete,NA
37004,LGA,Kyrios,23/03/2006,07/04/2004,42,48,29,1,NA,Yes,No,Allocated,NA,01/04/2005,Completed,19/09/2005
32277,ATH,Kyrios,28/03/2010,12/04/2008,13,28,49,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
36387,IGV,Kyrios,04/10/2006,19/10/2004,48,46,15,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
8119,IGV,Kyrios,02/11/2016,18/11/2014,36,50,29,0,NA,No,No,NA,NA,NA,NA,NA
34644,SVC,Kyrios,20/04/2007,05/05/2004,6,7,73,2,NA,Yes,No,Allocated,Doro S,22/07/2005,Completed,04/05/2006
7444,LGA,Kyrios,05/11/2009,21/11/2006,32,43,18,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
13370,SVA,Kyrios,09/02/2007,25/02/2004,19,30,33,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
9768,LGA,Kyrios,19/10/2016,04/11/2013,34,26,30,0,NA,No,No,NA,NA,NA,NA,NA
30493,IGV,Kyrios,03/01/2013,19/01/2010,29,30,13,1,NA,Yes,No,Allocated,Doro V,09/10/2011,Completed,30/06/2012
13990,ATH,Kyrios,14/06/2008,30/06/2006,19,37,1,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
36788,LGA,Kyrios,21/07/2014,05/08/2012,27,36,17,0,NA,No,No,NA,NA,NA,NA,NA
